metric_key,metric,t2_mean,t3_mean,mean_delta,median_delta,positive_share,ci_low,ci_high,n_rows
belief_mad,Belief MAD,0.015809308510638255,0.01726090425531911,0.0014515957446808432,0.0006666666666666,0.5445478723404256,0.0008474213209219787,0.00207863585992907,1504
rationale_distance,Rationale distance,0.3532667722923799,0.3836181210798308,0.03035134878745073,0.02905543191700285,0.7440159574468085,0.027560956717178443,0.033035228539864174,1504
source_diversity,Source diversity,0.4108732818015276,0.5139156787152657,0.10304239691373805,0.0969071669071668,0.7912234042553191,0.092977218215988,0.11300562730199677,1504
category_diversity,Category diversity,0.1995091396487673,0.24911416117865584,0.04960502152988855,0.0333333333333333,0.5944148936170213,0.040359926439547444,0.059482570288753776,1504
action_entropy,Action entropy,0.7087900103105327,0.732554135815775,0.023764125505242293,0.0,0.22805851063829788,0.006984969249457964,0.04005074889693842,1504
