event_id,upstream_model_family,model_family,representation_seed,decision_seed,investor_group,contrast,comparison,baseline,expressed_reason_comparison,expressed_reason_baseline,expressed_reason_delta,uncertainty_frame_comparison,uncertainty_frame_baseline,uncertainty_frame_delta,composite_reasoning_comparison,composite_reasoning_baseline,composite_reasoning_delta
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,all_profiles,T4_minus_T3,T4,T3,0.05065923254755536,0.07493709648271436,-0.024277863935159003,0.12597910678461047,0.11932604765169728,0.006653059132913183,0.044833978184777495,0.06553648839889416,-0.020702510214116662
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,retail,T3_minus_T2,T3,T2,0.08053997927441929,0.08977321624568414,-0.009233236971264852,0.11626197348575996,0.13942199367527047,-0.023160020189510508,0.07979522592609505,0.07502692295489666,0.004768302971198388
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,retail,T4_minus_T2,T4,T2,0.058641699312145024,0.08977321624568414,-0.03113151693353912,0.10260458116187236,0.13942199367527047,-0.03681741251339811,0.051171543433749744,0.07502692295489666,-0.023855379521146913
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,retail,T4_minus_T3,T4,T3,0.058641699312145024,0.08053997927441929,-0.021898279962274267,0.10260458116187236,0.11626197348575996,-0.013657392323887602,0.051171543433749744,0.07979522592609505,-0.0286236824923453
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,institutional,T3_minus_T2,T3,T2,0.04982183705957318,0.060774144740865156,-0.010952307681291976,0.10220808354306193,0.10722783638241322,-0.005019752839351285,0.04682632125214289,0.04980945276034728,-0.002983131508204395
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,institutional,T4_minus_T2,T4,T2,0.0513688494069906,0.060774144740865156,-0.009405295333874554,0.1339072588996532,0.10722783638241322,0.026679422517239967,0.04372604133520647,0.04980945276034728,-0.006083411425140815
evt_0001,claude-sonnet-4.5,claude-sonnet-4.5,2,1,institutional,T4_minus_T3,T4,T3,0.0513688494069906,0.04982183705957318,0.0015470123474174216,0.1339072588996532,0.10220808354306193,0.03169917535659125,0.04372604133520647,0.04682632125214289,-0.00310027991693642
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,all_profiles,T3_minus_T2,T3,T2,0.1363868076691367,0.14928936328959375,-0.012902555620457057,0.18035298233719751,0.1302836673774634,0.0500693149597341,0.08811826035541882,0.09932529874670286,-0.011207038391284035
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,all_profiles,T4_minus_T2,T4,T2,0.05379867886371813,0.14928936328959375,-0.09549068442587562,0.09237435295140718,0.1302836673774634,-0.03790931442605623,0.04575840454708908,0.09932529874670286,-0.05356689419961378
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,all_profiles,T4_minus_T3,T4,T3,0.05379867886371813,0.1363868076691367,-0.08258812880541856,0.09237435295140718,0.18035298233719751,-0.08797862938579033,0.04575840454708908,0.08811826035541882,-0.042359855808329745
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,retail,T3_minus_T2,T3,T2,0.15544873651493754,0.10729730759197813,0.04815142892295941,0.2453376774389374,0.18149303850628593,0.06384463893265147,0.09536232617678912,0.0713049956264362,0.024057330550352918
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,retail,T4_minus_T2,T4,T2,0.06902071591822861,0.10729730759197813,-0.03827659167374951,0.10232701771855983,0.18149303850628593,-0.0791660207877261,0.06169389610802343,0.0713049956264362,-0.009611099518412776
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,retail,T4_minus_T3,T4,T3,0.06902071591822861,0.15544873651493754,-0.08642802059670893,0.10232701771855983,0.2453376774389374,-0.14301065972037758,0.06169389610802343,0.09536232617678912,-0.033668430068765694
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,institutional,T3_minus_T2,T3,T2,0.16125356485899053,0.18967011643866713,-0.028416551579676597,0.14035589102626833,0.06098965742463621,0.07936623360163211,0.10637236857734934,0.12294371156302798,-0.01657134298567864
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,institutional,T4_minus_T2,T4,T2,0.022400239812865208,0.18967011643866713,-0.16726987662580192,0.08298165086746813,0.06098965742463621,0.02199199344283192,0.01951641936657461,0.12294371156302798,-0.10342729219645337
evt_0001,claude-sonnet-4.5,deepseek-v3.1,1,1,institutional,T4_minus_T3,T4,T3,0.022400239812865208,0.16125356485899053,-0.13885332504612533,0.08298165086746813,0.14035589102626833,-0.0573742401588002,0.01951641936657461,0.10637236857734934,-0.08685594921077473
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,all_profiles,T3_minus_T2,T3,T2,0.13398925066045844,0.16150032199925443,-0.02751107133879599,0.12868916882957948,0.13259433516054456,-0.0039051663309650764,0.08000473869011558,0.10929015691860865,-0.029285418228493065
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,all_profiles,T4_minus_T2,T4,T2,0.05379867886371813,0.16150032199925443,-0.1077016431355363,0.09237435295140718,0.13259433516054456,-0.040219982209137375,0.04575840454708908,0.10929015691860865,-0.06353175237151956
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,all_profiles,T4_minus_T3,T4,T3,0.05379867886371813,0.13398925066045844,-0.08019057179674031,0.09237435295140718,0.12868916882957948,-0.0363148158781723,0.04575840454708908,0.08000473869011558,-0.034246334143026504
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,retail,T3_minus_T2,T3,T2,0.17291785085907294,0.19100910385481176,-0.018091252995738827,0.15714287581804762,0.14278993456577352,0.014352941252274098,0.10695572379398938,0.12133099580033672,-0.014375272006347348
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,retail,T4_minus_T2,T4,T2,0.06902071591822861,0.19100910385481176,-0.12198838793658315,0.10232701771855983,0.14278993456577352,-0.04046291684721369,0.06169389610802343,0.12133099580033672,-0.059637099692313296
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,retail,T4_minus_T3,T4,T3,0.06902071591822861,0.17291785085907294,-0.10389713494084432,0.10232701771855983,0.15714287581804762,-0.05481585809948779,0.06169389610802343,0.10695572379398938,-0.04526182768596595
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,institutional,T3_minus_T2,T3,T2,0.12320605601075157,0.20205315748044142,-0.07884710146968985,0.08459951333822165,0.12940447623694462,-0.044804962898722975,0.07040000695192279,0.1425786962748791,-0.0721786893229563
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,institutional,T4_minus_T2,T4,T2,0.022400239812865208,0.20205315748044142,-0.1796529176675762,0.08298165086746813,0.12940447623694462,-0.04642282536947649,0.01951641936657461,0.1425786962748791,-0.12306227690830449
evt_0001,claude-sonnet-4.5,deepseek-v3.1,2,1,institutional,T4_minus_T3,T4,T3,0.022400239812865208,0.12320605601075157,-0.10080581619788637,0.08298165086746813,0.08459951333822165,-0.0016178624707535172,0.01951641936657461,0.07040000695192279,-0.05088358758534818
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,all_profiles,T3_minus_T2,T3,T2,0.0894939163948688,0.07688391600906735,0.012610000385801443,0.1399262688252047,0.1636117524430995,-0.023685483617894798,0.0731767628947264,0.06770735414879892,0.0054694087459274815
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,all_profiles,T4_minus_T2,T4,T2,0.07894657575418615,0.07688391600906735,0.0020626597451187945,0.16418187599851528,0.1636117524430995,0.0005701235554157746,0.06861645337681113,0.06770735414879892,0.0009090992280122168
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,all_profiles,T4_minus_T3,T4,T3,0.07894657575418615,0.0894939163948688,-0.010547340640682648,0.16418187599851528,0.1399262688252047,0.024255607173310573,0.06861645337681113,0.0731767628947264,-0.004560309517915265
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,retail,T3_minus_T2,T3,T2,0.09500393559549593,0.07556725971279653,0.0194366758826994,0.13119055826420148,0.19259464684810582,-0.06140408858390434,0.07667528106133314,0.06338650629179825,0.013288774769534897
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,retail,T4_minus_T2,T4,T2,0.09517035621624498,0.07556725971279653,0.01960309650344845,0.20811726489224525,0.19259464684810582,0.01552261804413943,0.08253522538796376,0.06338650629179825,0.019148719096165515
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,retail,T4_minus_T3,T4,T3,0.09517035621624498,0.09500393559549593,0.00016642062074904984,0.20811726489224525,0.13119055826420148,0.07692670662804377,0.08253522538796376,0.07667528106133314,0.005859944326630617
evt_0001,claude-sonnet-4.5,gpt-5.2,1,1,institutional,T3_minus_T2,T3,T2,0.10303073203994566,0.08346036855702497,0.019570363482920683,0.16997790923634307,0.1661919255098275,0.0037859837265155627,0.08922995886873981,0.07389550693189449,0.015334451936845322
